ID TIME cluster
2 1676892511.343 (-10881, 71411, 1676892495, 1, 10, 50000000000000000000, 35000000000000000000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, -8510, 72233) 1
2 1676892511.343 (36293, -871, 1676890769, 2, 10, 48392857142857144000, 5000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 36502, -1570) 0
2 1676892511.344 (54181, -50378, 1676890781, 2, 10, 48948412698412700600, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54682, -51051) 0
2 1676892511.345 (-10872, 74754, 1676892495, 1, 10, 50198412698412700300, 50198412698412700300, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -10872, 74754) 1
2 1676892511.345 (-10721, 72406, 1676892495, 1, 10, 49484126984126984300, 39920634920634921000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, -11279, 73155) 1
2 1676892511.346 (53892, -50061, 1676891021, 2, 10, 50262896825396826300, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 55445, -49436) 0
2 1676892511.346 (-46879, -111198, 1676891143, 2, 10, 49580853174603173900, 5000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, -47285, -111037) 0
2 1676892511.347 (-11907, 74443, 1676892495, 1, 10, 51671626984126983500, 51671626984126983500, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -11907, 74443) 1
2 1676892511.347 (70994, 11325, 1676892495, 1, 10, 51039186507936507500, 40461309523809524000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 0, 70309, 12348) 1
2 1676892511.347 (54619, -49255, 1676891292, 2, 10, 50094246031746029400, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54095, -49901) 0
2 1676892511.348 (-11567, 71160, 1676892495, 1, 10, 50160667782738095400, 44048316592261905400, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -11279, 71582) 1
2 1676892511.348 (89471, 19271, 1676891360, 3, 1, 4465525793650793500, 4465525793650793500, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 89471, 19271) 0
2 1676892511.348 (-76779, -58638, 1676891448, 3, 1, 6112351190476191000, 6112351190476191000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, -76779, -58638) 0
2 1676892511.349 (-36140, -55263, 1676891468, 3, 1, 5813492063492063000, 5813492063492063000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -36140, -55263) 1
2 1676892511.349 (54344, -49377, 1676891650, 2, 10, 45689742476851852400, 2500000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54184, -49551) 0
2 1676892511.349 (-10589, 74279, 1676892495, 1, 10, 51996553612764548600, 47537874090608463600, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -10948, 73802) 1
2 1676892511.349 (72263, 9960, 1676892495, 1, 10, 49461857225529101800, 49461857225529101800, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 1, 72263, 9960) 1
2 1676892511.35 (58484, -48613, 1676891865, 2, 10, 45715530817120443700, 1250000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 57187, -49687) 0
2 1676892511.35 (-48674, -56809, 1676891973, 0, 9, 44077145566945915300, 40743192193930041800, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, -48623, -57039) 1
2 1676892511.35 (72726, 11379, 1676892186, 0, 8, 42257850821897046400, 42257850821897046400, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 72726, 11379) 1
2 1676892511.351 (-10626, 74404, 1676892198, 0, 8, 40403279120048868000, 40403279120048868000, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, -10626, 74404) 1
2 1676892511.351 (58661, -48700, 1676892379, 0, 3, 11683767992633009400, 1250000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54659, -48839) 0
